product_id,title,publisher,developer,short_description,category,original_release_date,gamepass_added_date,rating_7_days_count,rating_30_days_count,rating_alltime_count,rating_7_days_avg,rating_30_days_avg,rating_alltime_avg,Rating_play_count_7_days,Rating_play_count_30_days,Rating_play_count_alltime,has_gamepass_remediation,current_price,Game,MS_Store_Link,ProductID,System,xCloud,Status,Added,Removed,Months,Release,Age,Metacritic,Completion,Genre,Series X|S,Owner Notes,ESRB,ESRB Content Descriptors,Community Notes,Status.1,Added.1,Delay
C3553MB4P5TT,Lara Croft and the Temple of Osiris,Crystal Dynamics,Crystal Dynamics,"Lara Croft and the Temple of Osiris is the sequel to the critically-acclaimed Lara Croft and the Guardian of Light, and the first-ever four-player co-op experience with Lara Croft. Featuring stunning visuals and a brand-new story, players must work together to explore the temple, defeat hordes of enemies from the Egyptian underworld, solve devious puzzles, and avoid deadly traps. All the while, players will compete for treasure, powerful artifacts, and ultimate bragging rights.",Unknown,2014-12-09 00:00:00+00:00,,5,15,2899,3.2,2.7,3.8,0.0,0.0,0.0,True,2.99,Lara Croft and the Temple of Osiris,https://www.xbox.com/en-us/games/store/Lara-Croft-and-the-Temple-of-Osiris/C3553MB4P5TT,C3553MB4P5TT,Xbox / PC,Yes,Active,Nov 2025,,1.27,Dec 2014,10.92,74,5.0,Action-Adventure,,,,,,Active,Oct 2025,-1.33
C3553MB4P5TT,Lara Croft and the Temple of Osiris,Crystal Dynamics,Crystal Dynamics,"Lara Croft and the Temple of Osiris is the sequel to the critically-acclaimed Lara Croft and the Guardian of Light, and the first-ever four-player co-op experience with Lara Croft. Featuring stunning visuals and a brand-new story, players must work together to explore the temple, defeat hordes of enemies from the Egyptian underworld, solve devious puzzles, and avoid deadly traps. All the while, players will compete for treasure, powerful artifacts, and ultimate bragging rights.",Unknown,2014-12-09 00:00:00+00:00,,5,15,2899,3.2,2.7,3.8,0.0,0.0,0.0,True,2.99,Lara Croft and the Temple of Osiris,https://www.xbox.com/en-us/games/store/Lara-Croft-and-the-Temple-of-Osiris/C3553MB4P5TT,C3553MB4P5TT,XB1/Series X|S,,GwG Temporary,May 2017,Jun 2017,0.97,Dec 2014,2.44,74,5.0,Action-Adventure,,,,,,,,
C3553MB4P5TT,Lara Croft and the Temple of Osiris,Crystal Dynamics,Crystal Dynamics,"Lara Croft and the Temple of Osiris is the sequel to the critically-acclaimed Lara Croft and the Guardian of Light, and the first-ever four-player co-op experience with Lara Croft. Featuring stunning visuals and a brand-new story, players must work together to explore the temple, defeat hordes of enemies from the Egyptian underworld, solve devious puzzles, and avoid deadly traps. All the while, players will compete for treasure, powerful artifacts, and ultimate bragging rights.",Unknown,2014-12-09 00:00:00+00:00,,5,15,2899,3.2,2.7,3.8,0.0,0.0,0.0,True,2.99,Lara Croft and the Temple of Osiris,https://www.xbox.com/en-us/games/store/Lara-Croft-and-the-Temple-of-Osiris/C3553MB4P5TT,C3553MB4P5TT,XB1/Series X|S,,GwG Temporary,May 2017,Jun 2017,0.97,Dec 2014,2.44,74,5.0,Action-Adventure,,,,,,,,
9NQMVR9WL9FW,Voidtrain,HypeTrain Digital,HypeTrain Digital,"Become a crew member of an Interdimensional Express Train! Discover a new world full of mysterious creatures, enemies and places. Upgrade and customize your train, gather new materials and build better weapons. Play solo or online сo-op with up to 4 people.",Unknown,,,17,124,861,3.5,3.4,3.5,0.0,0.0,0.0,True,29.99,,,,,,,,,,,,,,,,,,,,,,
9NM2T0DMP4XV,Whiskerwood (Game Preview),Hooded Horse,Minakata Dynamics,"Establish a home for your industrious mice under the oppressive paw of your cat overlords in this city builder featuring complex simulations, intricate production chains, and the age-old rivalry between cat and mouse.",Unknown,2025-11-06 14:00:00+00:00,,1,29,196,3.0,4.1,3.5,0.0,0.0,0.0,True,29.99,Whiskerwood,https://www.xbox.com/en-us/games/store/whiskerwood-game-preview/9NM2T0DMP4XV,9NM2T0DMP4XV,PC,,Active,Nov 2025,,1.43,Nov 2025,0.0,,,Strategy,,,,,,TBD,,1.43
9PNKG0WBL61W,Pacific Drive,Kepler Interactive,Ironwood Studios ,"Face the supernatural dangers of the Olympic Exclusion Zone with a car as your only lifeline in this driving survival adventure! Scavenge resources, load up your trusty station wagon, and drive like hell to make it through alive.",Unknown,2025-10-23 19:00:00+00:00,,29,157,1395,3.3,3.7,3.7,0.0,0.0,0.0,True,29.99,,,,,,,,,,,,,,,,,,,,,,
9NPDN9R45JX4,1000xRESIST,Fellow Traveller,sunset visitor 斜陽過客,"1000xRESIST is a thrilling sci-fi adventure. The year is unknown, and a disease spread by an alien invasion keeps you underground. You are Watcher. You dutifully fulfil your purpose in serving the ALLMOTHER, until the day you discover a shocking secret that changes everything. ",Unknown,2025-11-04 16:00:00+00:00,,47,223,989,3.8,4.2,3.6,0.0,0.0,0.0,True,13.99,,,,,,,,,,,,,,,,,,,,,,
9MZ8B96NDG1T,Super Fantasy Kingdom (Game Preview),Hooded Horse,Super Fantasy Games,"Rebuild your kingdom and explore a vibrant fantasy world in this roguelite city builder. Defeat hordes of monsters with a unique team of defenders as you harvest, build, mine, cook, brew, and grow. But if your defenses should fail, be prepared to watch it all burn!",Unknown,2025-10-24 13:00:00+00:00,,0,12,215,0.0,4.1,3.7,0.0,0.0,0.0,True,14.99,Super Fantasy Kingdom (Game Preview),https://www.xbox.com/en-us/games/store/super-fantasy-kingdom-game-preview/9MZ8B96NDG1T,9MZ8B96NDG1T,PC,,Active,Oct 2025,,1.83,Oct 2025,0.0,,,Defense,,,,,,TBD,,1.83
9MW581HCJPM6,Evil West,Focus Entertainment,Flying Wild Hog,"A dark menace consumes the Old West. In solo or coop, fight with style in visceral, explosive combat against bloodthirsty monstrosities. Eradicate the vampiric hordes with your lightning-fueled gauntlet and become a Wild West Superhero.",Unknown,2022-11-22 05:00:00+00:00,,26,91,5917,4.0,4.0,3.9,0.0,0.0,0.0,True,14.99,Evil West,https://www.xbox.com/en-us/games/store/Evil-West/9MW581HCJPM6,9MW581HCJPM6,Xbox / PC,Yes,Active,Oct 2025,,1.93,Nov 2022,2.91,73,11.0,Shooter,,"Returning title: Joined 3/21/24, left 3/15/25",M,"Blood and Gore, Intense Violence, Strong Language",,Active,Oct 2025,-0.67
9NCJWHHMVHR0,Keeper,Xbox Game Studios,Double Fine Productions,"Keeper is a story told without words, in which a long-forgotten lighthouse is awakened and embarks upon an unexpected journey into realms beyond understanding.",Unknown,2025-10-17 15:00:00+00:00,,53,334,3710,4.3,4.4,4.4,0.0,0.0,0.0,True,23.99,,,,,,,,,,,,,,,,,,,,,,
9WZDNCRFHWCN,Microsoft Minesweeper,Xbox Game Studios,Xbox Game Studios,"Keep your mind sharp in Microsoft Minesweeper! The original and iconic puzzle game comes to life with MULTIPLE Play Modes, MORE Daily Challenges, Achievements, NEW Themes, and ALL-NEW Auto-Chording. Fun for all ages!",Unknown,2012-07-27 22:26:23.456552300+00:00,,37,133,110171,3.8,3.6,4.3,0.0,0.0,0.0,False,0.0,Moonsweeper,https://www.xbox.com/en-us/games/store/Microsoft-Minesweeper/9WZDNCRFHWCN,9WZDNCRFHWCN,Xbox / PC,Yes,Active,Oct 2025,,2.13,Jan 1983,42.79,,,,,Retro Classics: Atari 2600,,,,TBD,,2.13
9PHGK0538TXM,Pax Dei,Mainframe Industries,Mainframe Industries,"Welcome to a vast, social sandbox MMO inspired by the legends of the medieval era. Here, myths are real, ghosts exist, and magic is unquestioned. Join thousands of players as you explore the land, build your home, forge your reputation, and craft your own stories.
What world will you make?",Unknown,2025-10-16 15:00:00+00:00,,8,44,479,3.6,2.4,2.0,0.0,0.0,0.0,True,29.99,Pax Dei,https://www.xbox.com/en-us/games/store/pax-dei/9PHGK0538TXM,9PHGK0538TXM,PC,,Active,Oct 2025,,2.1,Oct 2025,0.0,,,RPG,,,,,,TBD,,2.1
9PDBV8R4TSNH,The Grinch: Christmas Adventures,Outright Games Ltd.,Casual Brothers Ltd.,Have a great Grinchy time trying to stop Christmas in this festive platformer and help the Grinch’s heart grow three sizes along the way!,Unknown,2023-10-13 04:00:00+00:00,,0,1,62,0.0,5.0,4.5,0.0,0.0,0.0,False,0.0,,,,,,,,,,,,,,,,,,,,,,
9NCNBWZSHZR5,Baldur's Gate and Baldur's Gate II: Enhanced Editions,Beamdog,Beamdog,,Unknown,2019-10-15 04:00:00+00:00,,3,14,772,2.7,3.1,3.9,0.0,0.0,0.0,True,49.99,Baldur's Gate and Baldur's Gate II: Enhanced Editions,https://www.xbox.com/en-us/games/store/Baldurs-Gate-and-Baldurs-Gate-II-Enhanced-Editions/9NCNBWZSHZR5,9NCNBWZSHZR5,PC,,Active,Oct 2025,,2.33,Oct 2019,5.98,72,76.0,RPG,,,,,,TBD,,2.33
9NCNBWZSHZR5,Baldur's Gate and Baldur's Gate II: Enhanced Editions,Beamdog,Beamdog,,Unknown,2019-10-15 04:00:00+00:00,,3,14,772,2.7,3.1,3.9,0.0,0.0,0.0,True,49.99,Baldur's Gate: Enhanced Edition,https://www.xbox.com/en-us/games/store/Baldurs-Gate-and-Baldurs-Gate-II-Enhanced-Editions/9NCNBWZSHZR5,9NCNBWZSHZR5,Xbox,Yes,Active,Jun 2025,,6.47,Nov 2012,12.52,78,31.0,RPG,,,,,,Active,Jun 2025,0.0
9NCNBWZSHZR5,Baldur's Gate and Baldur's Gate II: Enhanced Editions,Beamdog,Beamdog,,Unknown,2019-10-15 04:00:00+00:00,,3,14,772,2.7,3.1,3.9,0.0,0.0,0.0,True,49.99,Baldur's Gate II: Enhanced Edition,https://www.xbox.com/en-us/games/store/Baldurs-Gate-and-Baldurs-Gate-II-Enhanced-Editions/9NCNBWZSHZR5,9NCNBWZSHZR5,Xbox,Yes,Active,Jun 2025,,6.47,Nov 2013,11.56,78,45.0,RPG,,,,,,Active,Jun 2025,0.0
9N3M5D5ZSW34,Little Rocket Lab,No More Robots,Teenage Astronauts,"Transform your childhood home as you build brilliant factories and forge lifelong friendships, then reach for the skies and finally finish your family's dream - your mother's precious rocket ship. Roll up your sleeves, it turns out that saving this town really IS rocket science!",Unknown,2025-10-07 00:00:00+00:00,,14,56,768,4.6,4.5,4.0,0.0,0.0,0.0,True,19.99,,,,,,,,,,,,,,,,,,,,,,
9NR0GCBSLDW4,Supermarket Simulator,NAISU,Nokta Games,"Run your supermarket! Stock shelves, set prices, take payments, hire staff, expand, handle shoplifters, design layout, deliver orders. Buy goods locally or online and bring them to customers yourself.",Unknown,2025-10-08 13:00:00+00:00,,73,306,4446,3.5,3.5,3.0,0.0,0.0,0.0,True,19.99,,,,,,,,,,,,,,,,,,,,,,
9N221ZTFGQB0,SOPA - Tale of the Stolen Potato,"StudioBando, Inc.","StudioBando, Inc.","Miho steps into the pantry to fetch a potato for his grandma and falls into a magical world full of wonders. Meet quirky characters, venture through the depths of South America, and learn the importance of the things we pass along in this unforgettable emotional narrative adventure.",Unknown,2025-10-07 00:00:00+00:00,,4,32,438,2.0,3.6,3.5,0.0,0.0,0.0,True,14.99,Sopa: Tale of the Stolen Potato,https://www.xbox.com/en-us/games/store/sopa-tale-of-the-stolen-potato/9N221ZTFGQB0,9N221ZTFGQB0,Xbox / PC,Yes,Active,Oct 2025,,2.4,Oct 2025,0.0,79,3.0,Action-Adventure,,,,,,TBD,,2.4
9MT5NJ5W7B8Z,Hogwarts Legacy,Warner Bros. Games,Avalanche Software,"Hogwarts Legacy is an immersive, open-world action RPG. Now you can take control of the action and be at the center of your own adventure in the wizarding world.",Unknown,2023-02-10 05:00:00+00:00,,80,383,17341,4.3,4.2,4.5,0.0,0.0,0.0,True,69.99,Hogwarts Legacy,https://www.xbox.com/en-us/games/store/hogwarts-legacy/9MT5NJ5W7B8Z,9MT5NJ5W7B8Z,Xbox / PC,Yes,Active,Oct 2025,,2.6,Feb 2023,2.65,84,27.0,Action-Adventure,,Ubisoft games joining with price increase,,,,Active,Oct 2025,0.0
BNVMH8NVCRCT,Assassin's Creed II,Ubisoft,Ubisoft Montreal,"Betrayed by the ruling families of Italy, a young man embarks upon an epic quest for vengeance.To eradicate corruption and restore his family's honor, he will study the secrets of an ancient Codex, written by Altaïr.To his allies, he will become a force for change - fighting for freedom and justice.To his enemies, he will become a dark knight - dedicated to the destruction of the tyrants abusing the people of Italy.His name is Ezio Auditore da Firenze.He is an Assassin.",Unknown,2010-09-28 00:00:00+00:00,,4,13,4159,4.0,3.8,4.4,0.0,0.0,0.0,False,19.99,Assassin's Creed II,https://www.xbox.com/en-us/games/store/Assassins-Creed-II/BNVMH8NVCRCT,BNVMH8NVCRCT,PC,,Active,Oct 2025,,2.6,Nov 2009,15.87,90,19.0,Action-Adventure,,Ubisoft games joining with price increase,,,,TBD,,2.6
BNVMH8NVCRCT,Assassin's Creed II,Ubisoft,Ubisoft Montreal,"Betrayed by the ruling families of Italy, a young man embarks upon an epic quest for vengeance.To eradicate corruption and restore his family's honor, he will study the secrets of an ancient Codex, written by Altaïr.To his allies, he will become a force for change - fighting for freedom and justice.To his enemies, he will become a dark knight - dedicated to the destruction of the tyrants abusing the people of Italy.His name is Ezio Auditore da Firenze.He is an Assassin.",Unknown,2010-09-28 00:00:00+00:00,,4,13,4159,4.0,3.8,4.4,0.0,0.0,0.0,False,19.99,Assassin's Creed II,https://www.xbox.com/en-us/games/store/Assassins-Creed-II/BNVMH8NVCRCT,BNVMH8NVCRCT,PC,,Active,Oct 2025,,2.6,Nov 2009,15.87,90,19.0,Action-Adventure,,Ubisoft games joining with price increase,,,,TBD,,2.6
BNVMH8NVCRCT,Assassin's Creed II,Ubisoft,Ubisoft Montreal,"Betrayed by the ruling families of Italy, a young man embarks upon an epic quest for vengeance.To eradicate corruption and restore his family's honor, he will study the secrets of an ancient Codex, written by Altaïr.To his allies, he will become a force for change - fighting for freedom and justice.To his enemies, he will become a dark knight - dedicated to the destruction of the tyrants abusing the people of Italy.His name is Ezio Auditore da Firenze.He is an Assassin.",Unknown,2010-09-28 00:00:00+00:00,,4,13,4159,4.0,3.8,4.4,0.0,0.0,0.0,False,19.99,Assassin's Creed II,https://www.xbox.com/en-us/games/store/Assassins-Creed-II/BNVMH8NVCRCT,BNVMH8NVCRCT,XB360/OG Xbox,,GwG Permanent,Jul 2013,Jul 2013,0.47,Nov 2009,3.66,90,19.0,Action-Adventure,,Backwards Compatible,,,,,,
BNVMH8NVCRCT,Assassin's Creed II,Ubisoft,Ubisoft Montreal,"Betrayed by the ruling families of Italy, a young man embarks upon an epic quest for vengeance.To eradicate corruption and restore his family's honor, he will study the secrets of an ancient Codex, written by Altaïr.To his allies, he will become a force for change - fighting for freedom and justice.To his enemies, he will become a dark knight - dedicated to the destruction of the tyrants abusing the people of Italy.His name is Ezio Auditore da Firenze.He is an Assassin.",Unknown,2010-09-28 00:00:00+00:00,,4,13,4159,4.0,3.8,4.4,0.0,0.0,0.0,False,19.99,Assassin's Creed II,https://www.xbox.com/en-us/games/store/Assassins-Creed-II/BNVMH8NVCRCT,BNVMH8NVCRCT,XB360/OG Xbox,,GwG Permanent,Jul 2013,Jul 2013,0.47,Nov 2009,3.66,90,19.0,Action-Adventure,,Backwards Compatible,,,,,,
BPMJ413V6BB2,Assassin's Creed® III Remastered,Ubisoft,Ubisoft,"Assassin's Creed® III Remastered is included for free in Assassin's Creed® Odyssey Season Pass.
Relive the American Revolution or experience it for the first time in Assassin's Creed® III Remastered, with enhanced graphics and improved gameplay mechanics.  Also includes Assassin's Creed Liberation remastered and all solo DLC content.",Unknown,2019-03-29 00:00:00+00:00,,16,66,3568,3.8,3.6,3.7,0.0,0.0,0.0,True,9.99,Assassin's Creed III: Remastered,https://www.xbox.com/en-us/games/store/Assassins-Creed-III-Remastered/BPMJ413V6BB2,BPMJ413V6BB2,Xbox / PC,Yes,Active,Oct 2025,,2.6,Mar 2019,6.51,72,15.0,Action-Adventure,,Ubisoft games joining with price increase,,,,TBD,,2.6
BPMJ413V6BB2,Assassin's Creed® III Remastered,Ubisoft,Ubisoft,"Assassin's Creed® III Remastered is included for free in Assassin's Creed® Odyssey Season Pass.
Relive the American Revolution or experience it for the first time in Assassin's Creed® III Remastered, with enhanced graphics and improved gameplay mechanics.  Also includes Assassin's Creed Liberation remastered and all solo DLC content.",Unknown,2019-03-29 00:00:00+00:00,,16,66,3568,3.8,3.6,3.7,0.0,0.0,0.0,True,9.99,Assassin's Creed III,https://www.xbox.com/en-us/games/store/Assassins-Creed-III-Remastered/BPMJ413V6BB2,BPMJ413V6BB2,XB360/OG Xbox,,GwG Permanent,Jun 2017,Jun 2017,0.47,Nov 2012,4.53,85,19.0,Action-Adventure,,Backwards Compatible,,,,,,
BRKMHZX1RCF2,Assassin's Creed IV Black Flag,Ubisoft,Ubisoft Montreal,It is 1715. Pirates rule the Caribbean and have established a lawless Republic. Among these outlaws is a fearsome young captain named Edward Kenway.,Unknown,2013-11-22 00:00:00+00:00,,26,85,53642,4.7,4.3,4.4,0.0,0.0,0.0,True,8.99,Assassin's Creed IV Black Flag,https://www.xbox.com/en-us/games/store/Assassins-Creed-IV-Black-Flag/BRKMHZX1RCF2,BRKMHZX1RCF2,Xbox / PC,Yes,Active,Oct 2025,,2.6,Oct 2013,11.92,88,24.0,Action-Adventure,,Ubisoft games joining with price increase,,,,TBD,,2.6
BRKMHZX1RCF2,Assassin's Creed IV Black Flag,Ubisoft,Ubisoft Montreal,It is 1715. Pirates rule the Caribbean and have established a lawless Republic. Among these outlaws is a fearsome young captain named Edward Kenway.,Unknown,2013-11-22 00:00:00+00:00,,26,85,53642,4.7,4.3,4.4,0.0,0.0,0.0,True,8.99,Assassin's Creed IV: Black Flag,https://www.xbox.com/en-us/games/store/Assassins-Creed-IV-Black-Flag/BRKMHZX1RCF2,BRKMHZX1RCF2,XB1/Series X|S,,GwG Temporary,Jul 2015,Jul 2015,0.97,Oct 2013,1.67,88,22.0,Action-Adventure,,,,,,,,
BRKMHZX1RCF2,Assassin's Creed IV Black Flag,Ubisoft,Ubisoft Montreal,It is 1715. Pirates rule the Caribbean and have established a lawless Republic. Among these outlaws is a fearsome young captain named Edward Kenway.,Unknown,2013-11-22 00:00:00+00:00,,26,85,53642,4.7,4.3,4.4,0.0,0.0,0.0,True,8.99,Assassin's Creed IV: Black Flag,https://www.xbox.com/en-us/games/store/Assassins-Creed-IV-Black-Flag/BRKMHZX1RCF2,BRKMHZX1RCF2,XB1/Series X|S,,GwG Temporary,Jul 2015,Jul 2015,0.97,Oct 2013,1.67,88,22.0,Action-Adventure,,,,,,,,
BRKMHZX1RCF2,Assassin's Creed IV Black Flag,Ubisoft,Ubisoft Montreal,It is 1715. Pirates rule the Caribbean and have established a lawless Republic. Among these outlaws is a fearsome young captain named Edward Kenway.,Unknown,2013-11-22 00:00:00+00:00,,26,85,53642,4.7,4.3,4.4,0.0,0.0,0.0,True,8.99,Assassin's Creed IV: Black Flag,https://www.xbox.com/en-us/games/store/Assassins-Creed-IV-Black-Flag/BRKMHZX1RCF2,BRKMHZX1RCF2,XB360/OG Xbox,,GwG Permanent,Apr 2015,Apr 2015,0.47,Oct 2013,1.46,88,22.0,Action-Adventure,,Backwards Compatible,,,,,,
BRKMHZX1RCF2,Assassin's Creed IV Black Flag,Ubisoft,Ubisoft Montreal,It is 1715. Pirates rule the Caribbean and have established a lawless Republic. Among these outlaws is a fearsome young captain named Edward Kenway.,Unknown,2013-11-22 00:00:00+00:00,,26,85,53642,4.7,4.3,4.4,0.0,0.0,0.0,True,8.99,Assassin's Creed IV: Black Flag,https://www.xbox.com/en-us/games/store/Assassins-Creed-IV-Black-Flag/BRKMHZX1RCF2,BRKMHZX1RCF2,XB360/OG Xbox,,GwG Permanent,Apr 2015,Apr 2015,0.47,Oct 2013,1.46,88,22.0,Action-Adventure,,Backwards Compatible,,,,,,
BVT23T7MDRQ8,Assassin’s Creed® IV Black Flag™ – Freedom Cry,Ubisoft,Ubisoft Montreal,"Play as Adewale, an ex-slave turned Assassin fighting for freedom with the help of his own Pirate crew.",Unknown,2013-12-17 00:00:00+00:00,,1,5,2939,5.0,3.8,4.1,0.0,0.0,0.0,True,9.99,Assassin's Creed IV Black Flag: Freedom Cry,https://www.xbox.com/en-us/games/store/Assassins-Creed-IV-Black-Flag-Freedom-Cry/BVT23T7MDRQ8,BVT23T7MDRQ8,PC,,Active,Oct 2025,,2.6,Dec 2013,11.79,71,4.0,Action-Adventure,,Ubisoft games joining with price increase,,,,TBD,,2.6
BTS5B1V6434S,Assassin's Creed Brotherhood,Ubisoft,Ubisoft Montreal,"BE A LEGENDLIVE AND BREATHE AS EZIO, A LEGENDARY MASTER ASSASSIN, IN HIS ENDURING STRUGGLE AGAINST THE POWERFUL TEMPLAR ORDER.  JOURNEY INTO ITALY’S GREATEST CITY, ROME, CENTER OF POWER, GREED AND CORRUPTION TO STRIKE AT THE HEART OF THE ENEMY.",Unknown,2010-11-16 00:00:00+00:00,,1,2,154,5.0,5.0,4.5,0.0,0.0,0.0,False,0.0,Assassin's Creed Brotherhood,https://www.xbox.com/en-us/games/store/Assassins-Creed-Brotherhood/BTS5B1V6434S,BTS5B1V6434S,PC,,Active,Oct 2025,,2.6,Nov 2010,14.88,89,15.0,Action-Adventure,,Ubisoft games joining with price increase,,,,TBD,,2.6
BZQQ7HX8PZ05,Assassin's Creed® Chronicles: China,Ubisoft,Climax Studios,"Exact Shao Jun’s vengeance on the Chinese Emperor in stunning 16th century China with fresh 2.5D stealth gameplay:

• Embody a stealthy Assassin with unique combat skills and gear like the Shoe Blade and the Rope Dart
• Discover the story of Shao Jun, the last remaining Assassin of the Chinese Brotherhood
• Dive into a beautiful Chinese setting by travelling across the great empire of China",Unknown,2015-04-21 00:00:00+00:00,,0,5,1742,0.0,4.4,3.3,0.0,0.0,0.0,True,9.99,Assassin's Creed Chronicles: China,https://www.xbox.com/en-us/games/store/Assassins-Creed-Chronicles-China/BZQQ7HX8PZ05,BZQQ7HX8PZ05,Xbox / PC,Yes,Active,Oct 2025,,2.6,Apr 2015,10.44,69,6.0,Action-Adventure,,Ubisoft games joining with price increase,,,,TBD,,2.6
